id,profile_path,profile_samples,profile_nodes,profile_start_s,profile_end_s,profile_weighted_fraction_time_average,profile_support_fraction_time_average,profile_weighted_fraction_initial,profile_weighted_fraction_end,profile_support_fraction_initial,profile_support_fraction_end,profile_mean_C_end,profile_max_C_end,profile_mass_fraction_C_above_015_end,profile_min_T_C,profile_max_T_C
t2_q4_mov_cur_lowC_d_p100_c150_s020,results/profiles/t2_q4_mov_cur_lowC_d_p100_c150_s020.npz,348,321,0.0,178347.03202149435,0.3011168611829718,0.30569381499596865,0.0,0.8761365761758595,0.0,0.9999945154201257,0.11789881019032511,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_m100_c200_s020,results/profiles/t2_q4_mov_cur_lowC_d_m100_c200_s020.npz,367,321,0.0,194467.58445894456,0.5250118452190073,0.5319226718557742,0.0,0.9987385603464057,0.0,1.0000000000000002,0.11841146889123834,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_m050_c200_s020,results/profiles/t2_q4_mov_cur_lowC_d_m050_c200_s020.npz,360,321,0.0,189083.21124352972,0.5178364002546529,0.5247358995359485,0.0,0.9987392063764698,0.0,1.0000000000000002,0.11840760076947944,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_p050_c200_s020,results/profiles/t2_q4_mov_cur_lowC_d_p050_c200_s020.npz,349,321,0.0,178964.20053010172,0.5035718175687158,0.51025839357435,0.0,0.9987405121480741,0.0,1.0000000000000002,0.11840050675388464,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_p100_c200_s020,results/profiles/t2_q4_mov_cur_lowC_d_p100_c200_s020.npz,343,321,0.0,174210.37990374406,0.49648995787060785,0.5033009653602769,0.0,0.9987411716996882,0.0,1.0000000000000002,0.11839732501102479,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_m100_c300_s020,results/profiles/t2_q4_mov_cur_lowC_d_m100_c300_s020.npz,370,321,0.0,197126.9636328871,0.6848169939428339,0.6860244126432332,0.0,0.9999999425993168,0.0,1.0000000000000002,0.11839112514731313,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_m050_c300_s020,results/profiles/t2_q4_mov_cur_lowC_d_m050_c300_s020.npz,362,321,0.0,190369.1172057252,0.6773753269302502,0.678493001988512,0.0,0.999999942593446,0.0,1.0000000000000002,0.11839732400781716,0.15,0.0,28.0,50.01470942581324
t2_q4_mov_cur_lowC_d_p050_c300_s020,results/profiles/t2_q4_mov_cur_lowC_d_p050_c300_s020.npz,347,321,0.0,177761.3516655635,0.6622482270537157,0.6634692021847516,0.0,0.9999999425803501,0.0,1.0000000000000002,0.11841100510655715,0.15,0.0,28.0,50.014850622314555
t2_q4_mov_cur_lowC_d_p100_c300_s020,results/profiles/t2_q4_mov_cur_lowC_d_p100_c300_s020.npz,340,321,0.0,171883.54579779366,0.654569404095044,0.6558832892336394,0.0,0.9999999425730429,0.0,1.0000000000000002,0.11841855592931137,0.15,0.0,28.0,50.014850622314555
t2_q4_mov_cur_global_d_m100,results/profiles/t2_q4_mov_cur_global_d_m100.npz,374,321,0.0,200954.59282754944,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.11839102468512407,0.15,0.0,28.0,50.01423347792024
t2_q4_mov_cur_global_d_m050,results/profiles/t2_q4_mov_cur_global_d_m050.npz,364,321,0.0,192218.33402613428,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.11839727274028639,0.15,0.0,28.0,50.014541415963286
t2_q4_mov_cur_global_d_p050,results/profiles/t2_q4_mov_cur_global_d_p050.npz,345,321,0.0,176034.44318151366,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.11841105843668269,0.15,0.0,28.0,50.01516104603091
t2_q4_mov_cur_global_d_p100,results/profiles/t2_q4_mov_cur_global_d_p100.npz,337,321,0.0,168545.55600114874,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.11841866449465137,0.15,0.0,28.0,50.01547263465714
t2_q4_mov_cur_lowC_d_m100_c200_s010,results/profiles/t2_q4_mov_cur_lowC_d_m100_c200_s010.npz,367,321,0.0,194580.6519454549,0.5301619324477452,0.5316254865740954,0.0,0.9999955183879721,0.0,1.0000000000000002,0.11839963582408167,0.15,0.0,28.0,50.014850622314555
t2_q4_mov_cur_lowC_d_p100_c200_s010,results/profiles/t2_q4_mov_cur_lowC_d_p100_c200_s010.npz,343,321,0.0,174109.13523813337,0.5016960683062304,0.5033704100181381,0.0,0.9999955219093567,0.0,1.0000000000000002,0.1184092542218053,0.15,0.0,28.0,50.014850622314555
t2_q4_mov_cur_lowC_d_m100_c200_s040,results/profiles/t2_q4_mov_cur_lowC_d_m100_c200_s040.npz,366,321,0.0,193959.8489547666,0.5051089112025189,0.5313141025047539,0.0,0.9737358924933472,0.0,1.0000000000000002,0.11847859946895542,0.15,0.0,28.0,50.01485062231454
t2_q4_mov_cur_lowC_d_p100_c200_s040,results/profiles/t2_q4_mov_cur_lowC_d_p100_c200_s040.npz,344,321,0.0,174639.0046997482,0.4792847614574099,0.5038021924905072,0.0,0.9739023516433019,0.0,1.0000000000000002,0.1183299747206894,0.15,0.0,28.0,50.01485062231457
