id,task,question,moving_radius,eps_final,boundary_norm,perturb_kind,logD_delta,region_width,C_cut,C_smooth,comparison,reference_id,candidate_status,reference_status,effect_definition,perturb_support_dry_mass_fraction,reference_perturb_support_dry_mass_fraction,perturb_weighted_dry_mass_fraction,reference_perturb_weighted_dry_mass_fraction,tcritical_s,reference_tcritical_s,delta_tcritical_s,relative_delta_tcritical_s,tcritical_s_pair_available,tmean_s,reference_tmean_s,delta_tmean_s,relative_delta_tmean_s,tmean_s_pair_available,tail_s,reference_tail_s,delta_tail_s,relative_delta_tail_s,tail_s_pair_available,comparison_status,weighted_logD_dose,mask_interpretation,d_tcritical_s_per_logD_amplitude,d_tcritical_s_per_weighted_logD_dose,d_tmean_s_per_logD_amplitude,d_tmean_s_per_weighted_logD_dose,d_tail_s_per_logD_amplitude,d_tail_s_per_weighted_logD_dose
t2_q3_fix_cur_inner_d_m050_w200,2,3,False,0.0,current_dry_density,inner,-0.05,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6397275734076843,0.0,0.6403262640162157,0.0,212693.6649182088,206906.37119180989,5787.293726398901,0.02797059217202096,True,131913.6281427225,129689.55266173928,2224.0754809832288,0.017149226250969794,True,80780.03677548625,77216.8185300706,3563.2182454156573,0.04614562362509187,True,both_critical_reached,-0.03201631320081079,fixed material-label mask,-115745.87452797801,-180760.77935957792,-44481.509619664575,-69466.94539853845,-71264.36490831315,-111293.83396103901
t2_q3_fix_cur_inner_d_p050_w200,2,3,False,0.0,current_dry_density,inner,0.05,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6397275734076843,0.0,0.6403262640162158,0.0,201410.04714938955,206906.37119180989,-5496.3240424203395,-0.02656430544289544,True,127573.71476884122,129689.55266173928,-2115.837892898053,-0.01631463637180285,True,73836.33238054832,77216.8185300706,-3380.486149522272,-0.04377914311771091,True,both_critical_reached,0.032016313200810796,fixed material-label mask,-109926.48084840679,-171672.60977073238,-42316.757857961056,-66086.2442101694,-67609.72299044544,-105586.36556056252
t2_q3_fix_cur_inner_d_p100_w200,2,3,False,0.0,current_dry_density,inner,0.1,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6397275734076843,0.0,0.6403262640162158,0.0,196189.97361473023,206906.37119180989,-10716.397577079653,-0.05179346346539109,True,125560.80333350431,129689.55266173928,-4128.749328234961,-0.03183563551185735,True,70629.17028122595,77216.8185300706,-6587.648248844649,-0.08531364506139574,True,both_critical_reached,0.06403262640162159,fixed material-label mask,-107163.97577079653,-167358.39491987895,-41287.493282349606,-64478.83774653982,-65876.48248844649,-102879.55717333844
t2_q3_fix_cur_lowC_d_m100_c150_s020,2,3,False,0.0,current_dry_density,lowC,-0.1,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.3479594060852111,0.0,0.3436975044920975,0.0,214270.4627733985,206906.37119180989,7364.091581588611,0.03559142011514872,True,132925.68955644814,129689.55266173928,3236.136894708863,0.0249529497811552,True,81344.77321695036,77216.8185300706,4127.954686879762,0.053459269178154634,True,both_critical_reached,-0.03436975044920975,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-73640.91581588611,-214260.83941083518,-32361.36894708863,-94156.54325134242,-41279.546868797624,-120104.2961594932
t2_q3_fix_cur_lowC_d_m050_c150_s020,2,3,False,0.0,current_dry_density,lowC,-0.05,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.3467523701737847,0.0,0.3421984959420952,0.0,210548.4672003692,206906.37119180989,3642.0960085593106,0.017602628607231007,True,131294.4835846919,129689.55266173928,1604.9309229526116,0.012375175100947778,True,79253.98361567731,77216.8185300706,2037.1650856067135,0.026382401196876286,True,both_critical_reached,-0.017109924797104763,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-72841.92017118621,-212864.52463985136,-32098.61845905223,-93801.16756703619,-40743.30171213427,-119063.35707281603
t2_q3_fix_cur_lowC_d_p050_c150_s020,2,3,False,0.0,current_dry_density,lowC,0.05,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.3444765452156169,0.0,0.339207851963497,0.0,203342.2841268721,206906.37119180989,-3564.0870649377757,-0.017225603273635953,True,128110.41448290148,129689.55266173928,-1579.1381788377912,-0.012176294438739821,True,75231.86964397065,77216.8185300706,-1984.9488860999409,-0.025706172876404393,True,both_critical_reached,0.01696039259817485,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-71281.74129875551,-210141.77851763382,-31582.763576755824,-93107.40713677384,-39698.97772199882,-117034.37138085742
t2_q3_fix_cur_lowC_d_p100_c150_s020,2,3,False,0.0,current_dry_density,lowC,0.1,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.3433846843448504,0.0,0.3377152318345374,0.0,199854.4891708198,206906.37119180989,-7051.882020990073,-0.034082478854422116,True,126556.72859730442,129689.55266173928,-3132.8240644348552,-0.024156333337088408,True,73297.76057351539,77216.8185300706,-3919.0579565552034,-0.05075394235556341,True,both_critical_reached,0.03377152318345374,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-70518.82020990073,-208811.48838572734,-31328.240644348552,-92765.25809679124,-39190.579565552034,-116046.23028893568
t2_q3_fix_cur_lowC_d_m100_c200_s020,2,3,False,0.0,current_dry_density,lowC,-0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6315853399397025,0.0,0.6212858740497543,0.0,220890.04592551992,206906.37119180989,13983.674733710039,0.0675845535986258,True,135750.38727577863,129689.55266173928,6060.834614039355,0.046733406736681644,True,85139.6586497413,77216.8185300706,7922.840119670698,0.10260510948900727,True,both_critical_reached,-0.062128587404975434,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-139836.7473371004,-225076.33470820208,-60608.34614039355,-97553.0728637488,-79228.40119670698,-127523.2618444535
t2_q3_fix_cur_lowC_d_m050_c200_s020,2,3,False,0.0,current_dry_density,lowC,-0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6240667762539442,0.0,0.613974035419905,0.0,213743.37282448,206906.37119180989,6837.001632670115,0.03304393960073835,True,132662.6609119531,129689.55266173928,2973.1082502138306,0.022924809201620065,True,81080.7119125269,77216.8185300706,3863.893382456299,0.05003953097279682,True,both_critical_reached,-0.030698701770995252,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-136740.0326534023,-222713.05424159177,-59462.16500427661,-96848.01241409116,-77277.86764912598,-125865.04182750109
t2_q3_fix_cur_lowC_d_p050_c200_s020,2,3,False,0.0,current_dry_density,lowC,0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6091124898182932,0.0,0.5991688090508533,0.0,200364.9802054389,206906.37119180989,-6541.390986371,-0.03161522261828703,True,126826.39802718036,129689.55266173928,-2863.154634558916,-0.0220769875120681,True,73538.58217825856,77216.8185300706,-3678.23635181204,-0.047635170961875646,True,both_critical_reached,0.02995844045254267,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-130827.81972741999,-218348.84885724453,-57263.09269117832,-95570.88390814117,-73564.7270362408,-122777.9649491019
t2_q3_fix_cur_lowC_d_p100_c200_s020,2,3,False,0.0,current_dry_density,lowC,0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.601469799040307,0.0,0.5916810757432646,0.0,194105.96378605955,206906.37119180989,-12800.407405750331,-0.06186569960131329,True,124068.90904134668,129689.55266173928,-5620.643620392599,-0.04333921665265169,True,70037.05474471286,77216.8185300706,-7179.763785357733,-0.0929818648583885,True,both_critical_reached,0.05916810757432646,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-128004.07405750331,-216339.64530081634,-56206.43620392599,-94994.48014848193,-71797.63785357733,-121345.1651523344
t2_q3_fix_cur_lowC_d_m100_c300_s020,2,3,False,0.0,current_dry_density,lowC,-0.1,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.7781861748914789,0.0,0.7770289978291407,0.0,223717.9418401609,206906.37119180989,16811.570648351015,0.08125206851540626,True,138371.7469868378,129689.55266173928,8682.19432509852,0.06694598097461033,True,85346.1948533231,77216.8185300706,8129.376323252509,0.1052798662002201,True,both_critical_reached,-0.07770289978291407,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-168115.70648351015,-216357.05611140752,-86821.9432509852,-111735.78269736118,-81293.76323252509,-104621.27341404652
t2_q3_fix_cur_lowC_d_m050_c300_s020,2,3,False,0.0,current_dry_density,lowC,-0.05,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.7712999259958047,0.0,0.7701138223009688,0.0,215106.5736475136,206906.37119180989,8200.202455703722,0.03963243088392783,True,133926.56028835525,129689.55266173928,4237.007626615974,0.032670385082344156,True,81180.01335915833,77216.8185300706,3963.1948290877335,0.051325538976257405,True,both_critical_reached,-0.038505691115048445,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-164004.04911407444,-212960.79146334276,-84740.15253231948,-110035.88051326016,-79263.89658175467,-102924.91095008222
t2_q3_fix_cur_lowC_d_p050_c300_s020,2,3,False,0.0,current_dry_density,lowC,0.05,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.7570192160516793,0.0,0.7557582447727041,0.0,199098.05920638045,206906.37119180989,-7808.311985429435,-0.03773838350386436,True,125651.36467363196,129689.55266173928,-4038.187988107311,-0.03113734225485264,True,73446.69453274849,77216.8185300706,-3770.123997322109,-0.048825166189071977,True,both_critical_reached,0.03778791223863521,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-156166.2397085887,-206635.1783638907,-80763.75976214622,-106864.54341816156,-75402.47994644218,-99770.63494572874
t2_q3_fix_cur_lowC_d_p100_c300_s020,2,3,False,0.0,current_dry_density,lowC,0.1,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.7496156849582459,0.0,0.7483182374298998,0.0,191663.24003931065,206906.37119180989,-15243.131152499234,-0.0736716373918147,True,121803.0353429254,129689.55266173928,-7886.517318813872,-0.06081073731038117,True,69860.20469638523,77216.8185300706,-7356.613833685362,-0.09527216963517438,True,both_critical_reached,0.07483182374298998,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-152431.31152499234,-203698.51207758603,-78865.17318813872,-105389.88526993715,-73566.13833685362,-98308.62680764889
t2_q3_fix_cur_global_d_m100,2,3,False,0.0,current_dry_density,global,-0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,226184.42526136423,206906.37119180989,19278.054069554346,0.09317283928237702,True,140837.8019932721,129689.55266173928,11148.249331532817,0.08596104391392315,True,85346.62326809217,77216.8185300706,8129.804738021572,0.10528541440561394,True,both_critical_reached,-0.1,global mask,-192780.54069554346,-192780.54069554346,-111482.49331532817,-111482.49331532817,-81298.04738021572,-81298.04738021572
t2_q3_fix_cur_global_d_m050,2,3,False,0.0,current_dry_density,global,-0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,216293.5413544868,206906.37119180989,9387.17016267692,0.04536916919766896,True,135113.31985282942,129689.55266173928,5423.767191090141,0.0418211573698353,True,81180.22150165736,77216.8185300706,3963.4029715867655,0.05132823453537256,True,both_critical_reached,-0.05,global mask,-187743.40325353842,-187743.40325353842,-108475.34382180282,-108475.34382180282,-79268.05943173531,-79268.05943173531
t2_q3_fix_cur_global_d_p050,2,3,False,0.0,current_dry_density,global,0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,197998.22400256948,206906.37119180989,-8908.147189240408,-0.04305400137235129,True,124551.7264278048,129689.55266173928,-5137.82623393448,-0.03961634633234594,True,73446.49757476467,77216.8185300706,-3770.320955305928,-0.048827716902602625,True,both_critical_reached,0.05,global mask,-178162.94378480816,-178162.94378480816,-102756.5246786896,-102756.5246786896,-75406.41910611856,-75406.41910611856
t2_q3_fix_cur_global_d_p100,2,3,False,0.0,current_dry_density,global,0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,189545.53623662997,206906.37119180989,-17360.83495517992,-0.08390672000663421,True,119685.71551874196,129689.55266173928,-10003.83714299732,-0.07713680044135605,True,69859.82071788797,77216.8185300706,-7356.997812182628,-0.09527714236656341,True,both_critical_reached,0.1,global mask,-173608.34955179918,-173608.34955179918,-100038.3714299732,-100038.3714299732,-73569.97812182628,-73569.97812182628
t2_q3_fix_cur_lowC_d_m100_c200_s010,2,3,False,0.0,current_dry_density,lowC,-0.1,0.1,0.2,0.01,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6313478390108842,0.0,0.629107670402849,0.0,221064.48895905804,206906.37119180989,14158.117767248157,0.06842765491316387,True,135814.10010124298,129689.55266173928,6124.547439503702,0.04722467857899052,True,85250.38885781507,77216.8185300706,8033.57032774447,0.1040391261991188,True,both_critical_reached,-0.0629107670402849,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-141581.17767248157,-225050.789130929,-61245.47439503702,-97352.9290396642,-80335.7032774447,-127697.86009126504
t2_q3_fix_cur_lowC_d_p100_c200_s010,2,3,False,0.0,current_dry_density,lowC,0.1,0.1,0.2,0.01,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6017359813403292,0.0,0.5992571104426622,0.0,193955.02897912232,206906.37119180989,-12951.342212687567,-0.06259518321299634,True,124009.44789485446,129689.55266173928,-5680.104766884819,-0.04379770498322145,True,69945.58108426786,77216.8185300706,-7271.237445802733,-0.09416649875274376,True,both_critical_reached,0.05992571104426622,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-129513.42212687567,-216123.2964448366,-56801.04766884819,-94785.77171473211,-72712.37445802733,-121337.52473010424
t2_q3_fix_cur_lowC_d_m100_c200_s040,2,3,False,0.0,current_dry_density,lowC,-0.1,0.1,0.2,0.04,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.630778875826032,0.0,0.5918517982079768,0.0,220110.57633789929,206906.37119180989,13204.2051460894,0.06381729605536705,True,135548.6960952017,129689.55266173928,5859.1434334624355,0.04517822224851414,True,84561.88024269755,77216.8185300706,7345.06171262695,0.09512256335407755,True,both_critical_reached,-0.059185179820797684,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-132042.051460894,-223099.85685723033,-58591.434334624355,-98996.80040177105,-73450.6171262695,-124103.05645545904
t2_q3_fix_cur_lowC_d_p100_c200_s040,2,3,False,0.0,current_dry_density,lowC,0.1,0.1,0.2,0.04,same-task affine or diffusivity baseline,t2_q3_fix_cur_baseline,reached,reached,candidate minus reference,0.6023382144148084,0.0,0.5657941405367715,0.0,194757.19713022647,206906.37119180989,-12149.174061583413,-0.05871822115289373,True,124241.96319852048,129689.55266173928,-5447.589463218799,-0.042004844271669194,True,70515.233931706,77216.8185300706,-6701.5845983645995,-0.08678918305543497,True,both_critical_reached,0.05657941405367715,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-121491.74061583413,-214727.81690629452,-54475.89463218799,-96282.18238617046,-67015.845983646,-118445.6345201238
t2_q4_mov_cur_baseline,2,4,True,0.0,current_dry_density,none,0.0,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.0,0.0,0.0,0.0,183918.654978427,183918.654978427,0.0,0.0,True,125889.6679292455,125889.6679292455,0.0,0.0,True,58028.987049181495,58028.987049181495,0.0,0.0,True,both_critical_reached,0.0,no diffusion perturbation,,,,,,
t2_q4_mov_cur_outer_d_m100_w050,2,4,True,0.0,current_dry_density,outer,-0.1,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.097732232872469,0.0,0.0974854985314918,0.0,185647.63862514863,183918.654978427,1728.9836467216373,0.00940080627995263,True,127787.66841767964,125889.6679292455,1898.000488434147,0.015076697870876038,True,57859.97020746903,58028.987049181495,-169.01684171246598,-0.0029126278142545996,True,both_critical_reached,-0.00974854985314918,fixed material-label mask,-17289.836467216373,-177358.03506847788,-18980.00488434147,-194695.6744362358,1690.1684171246598,17337.639367753414
t2_q4_mov_cur_outer_d_m050_w050,2,4,True,0.0,current_dry_density,outer,-0.05,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.097732232872469,0.0,0.0974854985314919,0.0,184761.68612315448,183918.654978427,843.0311447274871,0.004583717431091325,True,126817.10734204872,125889.6679292455,927.4394128032291,0.007367081255027881,True,57944.57878110577,58028.987049181495,-84.40826807572739,-0.001454587997618993,True,both_critical_reached,-0.004874274926574595,fixed material-label mask,-16860.622894549742,-172955.1897311481,-18548.78825606458,-190272.28188275147,1688.1653615145478,17317.09215160037
t2_q4_mov_cur_outer_d_p050_w050,2,4,True,0.0,current_dry_density,outer,0.05,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.097732232872469,0.0,0.0974854985314919,0.0,183116.4242259485,183918.654978427,-802.2307524784992,-0.004361878095360137,True,125002.94853538644,125889.6679292455,-886.7193938590499,-0.007043623265075399,True,58113.475690562045,58028.987049181495,84.48864138055069,0.0014559730520359378,True,both_critical_reached,0.004874274926574595,fixed material-label mask,-16044.615049569984,-164584.63352256335,-17734.387877180998,-181918.21495842325,1689.7728276110138,17333.58143585988
t2_q4_mov_cur_outer_d_p100_w050,2,4,True,0.0,current_dry_density,outer,0.1,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.097732232872469,0.0,0.0974854985314918,0.0,182352.8487224205,183918.654978427,-1565.806256006501,-0.008513580398846242,True,124154.48258745672,125889.6679292455,-1735.185341788776,-0.01378338167326021,True,58198.366134963726,58028.987049181495,169.3790857822314,0.002918870281824444,True,both_critical_reached,0.00974854985314918,fixed material-label mask,-15658.06256006501,-160619.40284386824,-17351.85341788776,-177994.20097628573,1693.7908578223141,17374.798132413
t2_q4_mov_cur_outer_d_m100_w100,2,4,True,0.0,current_dry_density,outer,-0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.1882747500923046,0.0,0.189922103423586,0.0,187346.2021300362,183918.654978427,3427.5471516092075,0.018636212580019393,True,129369.89006883877,125889.6679292455,3480.222139593272,0.027645018029194276,True,57976.31206119743,58028.987049181495,-52.6749879840645,-0.0009077357827980126,True,both_critical_reached,-0.018992210342358602,fixed material-label mask,-34275.471516092075,-180471.20844932407,-34802.22139593272,-183244.71332498261,526.749879840645,2773.5048756585593
t2_q4_mov_cur_outer_d_m050_w100,2,4,True,0.0,current_dry_density,outer,-0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.1882747500923046,0.0,0.189922103423586,0.0,185588.98303185444,183918.654978427,1670.3280534274527,0.00908188488885685,True,127588.90969518368,125889.6679292455,1699.24176593819,0.013497865185355996,True,58000.07333667077,58028.987049181495,-28.91371251072269,-0.0004982632642926777,True,both_critical_reached,-0.009496105171179301,fixed material-label mask,-33406.561068549054,-175896.1198636365,-33984.8353187638,-178940.9168608823,578.2742502144538,3044.796997244288
t2_q4_mov_cur_outer_d_p050_w100,2,4,True,0.0,current_dry_density,outer,0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.1882747500923046,0.0,0.1899221034235859,0.0,182330.91613170816,183918.654978427,-1587.7388467188284,-0.008632831981644627,True,124266.8391080612,125889.6679292455,-1622.8288211842882,-0.012890881736985566,True,58064.07702364697,58028.987049181495,35.08997446547437,0.0006046973460993632,True,both_critical_reached,0.009496105171179296,fixed material-label mask,-31754.77693437657,-167198.9534759598,-32456.576423685765,-170894.14996261604,701.7994893094874,3695.196486657765
t2_q4_mov_cur_outer_d_p100_w100,2,4,True,0.0,current_dry_density,outer,0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.1882747500923046,0.0,0.1899221034235859,0.0,180821.4176574401,183918.654978427,-3097.2373209868965,-0.016840256478333815,True,122716.71904595182,125889.6679292455,-3172.9488832936768,-0.025204204089862146,True,58104.698611488246,58028.987049181495,75.71156230675115,0.0013047196953926334,True,both_critical_reached,0.018992210342358592,fixed material-label mask,-30972.373209868965,-163079.35017332263,-31729.488832936768,-167065.80361618072,757.1156230675115,3986.453442856548
t2_q4_mov_cur_outer_d_m100_w200,2,4,True,0.0,current_dry_density,outer,-0.1,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3602724265923158,0.0,0.3596737359837844,0.0,190536.86101321215,183918.654978427,6618.206034785166,0.035984419500900866,True,131919.24599647018,125889.6679292455,6029.578067224691,0.04789573414883841,True,58617.615016742,58028.987049181495,588.6279675605037,0.01014368848213087,True,both_critical_reached,-0.03596737359837844,fixed material-label mask,-66182.06034785166,-184005.8189593121,-60295.78067224691,-167640.2101124373,-5886.2796756050375,-16365.608846875646
t2_q4_mov_cur_outer_d_m050_w200,2,4,True,0.0,current_dry_density,outer,-0.05,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3602724265923158,0.0,0.3596737359837844,0.0,187142.8686687522,183918.654978427,3224.2136903252103,0.017530650660224755,True,128830.5050809618,125889.6679292455,2940.837151716303,0.023360432989378916,True,58312.36358779039,58028.987049181495,283.3765386088926,0.004883361799314566,True,both_critical_reached,-0.01798368679918922,fixed material-label mask,-64484.27380650421,-179285.46723081116,-58816.743034326064,-163528.04541996852,-5667.530772177852,-15757.421810841834
t2_q4_mov_cur_outer_d_p050_w200,2,4,True,0.0,current_dry_density,outer,0.05,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3602724265923158,0.0,0.3596737359837844,0.0,180855.87137902103,183918.654978427,-3062.783599405957,-0.016652925173714493,True,123086.1195201029,125889.6679292455,-2803.5484091425897,-0.02226988485439714,True,57769.75185891813,58028.987049181495,-259.23519026336726,-0.004467339573645441,True,both_critical_reached,0.01798368679918922,fixed material-label mask,-61255.67198811914,-170308.99356766156,-56070.96818285179,-155893.97438065844,-5184.703805267345,-14415.019187003116
t2_q4_mov_cur_outer_d_p100_w200,2,4,True,0.0,current_dry_density,outer,0.1,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3602724265923158,0.0,0.3596737359837844,0.0,177946.29945467808,183918.654978427,-5972.355523748905,-0.03247280991941487,True,120415.00288069836,125889.6679292455,-5474.665048547133,-0.04348780276093897,True,57531.29657397972,58028.987049181495,-497.69047520177264,-0.008576583885222111,True,both_critical_reached,0.03596737359837844,fixed material-label mask,-59723.555237489054,-166049.25314919752,-54746.65048547133,-152211.9771568184,-4976.904752017726,-13837.275992379122
t2_q4_mov_cur_inner_d_m100_w050,2,4,True,0.0,current_dry_density,inner,-0.1,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.9022677671275312,0.0,0.902514501468508,0.0,199223.08406346093,183918.654978427,15304.429085033946,0.08321303288581086,True,134886.67247812,125889.6679292455,8997.004548874495,0.07146737851378823,True,64336.41158534095,58028.987049181495,6307.4245361594585,0.10869437598167458,True,both_critical_reached,-0.0902514501468508,fixed material-label mask,-153044.29085033946,-169575.4368503958,-89970.04548874495,-99688.199294695,-63074.245361594585,-69887.23755570089
t2_q4_mov_cur_inner_d_m050_w050,2,4,True,0.0,current_dry_density,inner,-0.05,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.9022677671275312,0.0,0.902514501468508,0.0,191374.69476349352,183918.654978427,7456.039785066532,0.040539877729864324,True,130272.99336910498,125889.6679292455,4383.325439859487,0.03481878625911598,True,61101.70139438854,58028.987049181495,3072.714345207045,0.052951369676724105,True,both_critical_reached,-0.0451257250734254,fixed material-label mask,-149120.79570133064,-165228.1436571842,-87666.50879718974,-97135.84508010118,-61454.2869041409,-68092.29857708304
t2_q4_mov_cur_inner_d_p050_w050,2,4,True,0.0,current_dry_density,inner,0.05,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.902267767127531,0.0,0.9025145014685084,0.0,176836.09895275248,183918.654978427,-7082.556025674508,-0.038509176932080474,True,121720.2574270698,125889.6679292455,-4169.410502175699,-0.03311956072931304,True,55115.841525682685,58028.987049181495,-2913.14552349881,-0.05020155738768664,True,both_critical_reached,0.045125725073425424,fixed material-label mask,-141651.12051349017,-156951.6282375578,-83388.21004351397,-92395.42401571444,-58262.910469976196,-64556.20422184338
t2_q4_mov_cur_inner_d_p100_w050,2,4,True,0.0,current_dry_density,inner,0.1,0.05,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.9022677671275308,0.0,0.902514501468508,0.0,170108.79514689185,183918.654978427,-13809.859831535141,-0.0750867813444753,True,117758.85426986808,125889.6679292455,-8130.813659377411,-0.06458682267672053,True,52349.94087702376,58028.987049181495,-5679.046172157738,-0.09786567818846394,True,both_critical_reached,0.0902514501468508,fixed material-label mask,-138098.5983153514,-153015.3788007252,-81308.1365937741,-90090.67052271761,-56790.461721577376,-62924.70827800765
t2_q4_mov_cur_inner_d_m100_w100,2,4,True,0.0,current_dry_density,inner,-0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.8117252499076951,0.0,0.810077896576414,0.0,197527.92772903197,183918.654978427,13609.272750604985,0.07399615200644712,True,133297.3836217984,125889.6679292455,7407.715692552898,0.05884292026821693,True,64230.54410723355,58028.987049181495,6201.557058052058,0.106869986422407,True,both_critical_reached,-0.08100778965764141,fixed material-label mask,-136092.72750604985,-167999.55668610483,-74077.15692552898,-91444.4860655957,-62015.57058052058,-76555.07062050876
