% Model,Untitled.mph
% Version,COMSOL 6.0.0.318
% Date,"Sep 11 2026, 15:35"
% Dimension,2
% Nodes,28251
% Expressions,1
% Description,因变量 u
% Length unit,m
% r,z,u (m)
0.05928065143795053,0.08995141756845816,-0.49824290224280915
0.09005193115433086,0.05939329074592901,-0.4959453249075732
0.06460644136687153,0.08659356865079774,-0.4979130039271635
0.0868496614062099,0.0647900498198728,-0.49622856821674705
0.06990106271822305,0.08318181642623487,-0.4975569207755826
0.0836714513472157,0.0702779186768166,-0.4964995441747037
0.07495251757869481,0.08021169223446512,-0.4971910601144
0.08036089442206978,0.07627344991645935,-0.4967710633838665
0.005398225016922974,0.1299999999999998,-0.49998542964388637
0,0.13333333333333314,-0.5000000000605567
0.1299999999999799,0.005398225016923066,-0.4915500000591693
0.13333333333331332,0,-0.49111111117021083
0.010796450033845946,0.12666666666666648,-0.4999417183938779
0.1266666666666465,0.010796450033846133,-0.4919777778370152
0.016194675050768922,0.12333333333333317,-0.4998688663105318
0.12333333333331309,0.016194675050769203,-0.492394444503749
0.02159290006769191,0.11999999999999984,-0.4997668733938479
0.11999999999997968,0.021592900067692267,-0.492800000059371
0.026991125084614917,0.11666666666666653,-0.4996357396438271
0.11666666650973741,0.026991124561511582,-0.4931944445221857
0.03238934355959571,0.11333332385869684,-0.4994754652723566
0.11333333256593754,0.03238934862690981,-0.49357777792424523
0.03778734005377617,0.10999958909160895,-0.4992860585262668
0.11000003203127535,0.0377875786543467,-0.49394999653611693
0.043183514516868214,0.10666353384948683,-0.49906759209738677
0.10666725950083948,0.04318595504561912,-0.49431104793490815
0.04857400299112364,0.10332308965853938,-0.49882028317706945
0.10333596204882312,0.04858465472781843,-0.4946608395333983
0.05395426933533374,0.09998001806216505,-0.4985444684705604
0.10001255585448632,0.05398452238239108,-0.4949987443954593
0.05931855726921762,0.09663067748941401,-0.4982406544420148
0.096702008608142,0.05938651446545343,-0.49532436082536213
0.06466511861158344,0.09327637208013158,-0.49790921127768684
0.09340411413872754,0.06478830584487558,-0.49563783579081916
0.06998262889907414,0.08992377461872801,-0.4975512158863413
0.09020450997295058,0.07020090030501525,-0.49593157325015885
0.07524615395111665,0.08663288397259723,-0.4971690082178744
0.08700668016967344,0.0756020155948347,-0.49621491886286223
0.08041290818111924,0.08339351644374327,-0.4967668821589543
0.08511792311837227,0.08044645972765263,-0.4963774696419717
0.005398225016922975,0.13666666666666646,-0.49998542964388987
0,0.1399999999999998,-0.500000000060561
0.13666666666664673,0.005398225016923066,-0.49066111117014005
0.13999999999998014,0,-0.4902000000589561
0.010796450033845946,0.13333333333333314,-0.4999417183938819
0.13333333333331332,0.010796450033846133,-0.4911111111702115
0.01619467505076892,0.1299999999999998,-0.4998688663105351
0.1299999999999799,0.016194675050769203,-0.4915500000591711
0.021592900067691895,0.1266666666666665,-0.49976687339385156
0.1266666666666465,0.021592900067692267,-0.4919777778370183
0.026991125084614893,0.12333333333333318,-0.49963573964382985
0.12333333331325126,0.026991125042538835,-0.4923944445062273
0.03238935010153789,0.11999999999999988,-0.4994754650604703
0.11999999974433902,0.03238934970889927,-0.4928000000900518
0.03778753695713136,0.11666661139795442,-0.499286051085796
0.11666667196615799,0.037787575270607256,-0.49319444388560735
0.04318514369507936,0.1133323526827777,-0.4990675217424216
0.11333333438701661,0.04318579963435685,-0.49357777771786066
0.04858029746721257,0.10999503923022796,-0.49881997740936207
0.10999999999997945,0.04858402515230758,-0.49395000005956474
0.05396969855352316,0.10665431658089168,-0.49854363587933953
0.10667217194506314,0.053983140618378556,-0.4943105239258843
0.05934762172128846,0.10331138401308698,-0.49823892995828273
0.10335372054428878,0.059383581384044,-0.4946590042845072
0.06471231564807009,0.09995954996722727,-0.49790615816194733
0.1000516802641377,0.06478591058388686,-0.4949948306978978
0.07007774782751179,0.09661038620111236,-0.49754455468986825
0.09677921570097263,0.0701875479474411,-0.4953168917639434
0.07539924891913839,0.09324762038149421,-0.4971574766913087
0.09352093735914746,0.07556089715614638,-0.4956269171975766
0.08078728911374115,0.08989016882005757,-0.4967367070188515
0.09050691985898163,0.08092196694817365,-0.49590424878871003
0.08678915619547109,0.08648532869252719,-0.49623382124338333
0.005398225016922976,0.14333333333333312,-0.4999854296438944
0,0.14666666666666645,-0.5000000000605651
0.14333333333331355,0.005398225016923066,-0.4897277778366597
0.14666666666664696,0,-0.4892444445032502
