t_h,C_axis,C_surf,C_bar,T_axis,T_surf,R_cm,C_max
28.000000,0.242010,0.061375,0.178558,49.998934,49.998934,1.202000,0.242010
28.083333,0.241293,0.061288,0.178105,49.998934,49.998934,1.202000,0.241293
28.166667,0.240583,0.061201,0.177656,49.998934,49.998934,1.202000,0.240583
28.250000,0.239879,0.061116,0.177210,49.998934,49.998934,1.202000,0.239879
28.333333,0.239180,0.061031,0.176768,49.998934,49.998934,1.202000,0.239180
28.416667,0.238487,0.060947,0.176329,49.998934,49.998934,1.202000,0.238487
28.500000,0.237800,0.060864,0.175893,49.998934,49.998934,1.202000,0.237800
28.583333,0.237119,0.060782,0.175461,49.998934,49.998934,1.202000,0.237119
28.666667,0.236443,0.060701,0.175031,49.998934,49.998934,1.202000,0.236443
28.750000,0.235772,0.060620,0.174605,49.998934,49.998934,1.202000,0.235772
28.833333,0.235107,0.060540,0.174183,49.998934,49.998934,1.202000,0.235107
28.916667,0.234447,0.060460,0.173764,49.998934,49.998934,1.202000,0.234447
29.000000,0.233792,0.060380,0.173348,49.998934,49.998934,1.202000,0.233792
29.083333,0.233143,0.060300,0.172935,49.998934,49.998934,1.201833,0.233143
29.166667,0.232498,0.060221,0.172525,49.998934,49.998934,1.201667,0.232498
29.250000,0.231859,0.060142,0.172118,49.998934,49.998934,1.201500,0.231859
29.333333,0.231224,0.060063,0.171714,49.998934,49.998934,1.201333,0.231224
29.416667,0.230595,0.059985,0.171313,49.998934,49.998934,1.201167,0.230595
29.500000,0.229970,0.059907,0.170915,49.998934,49.998934,1.201000,0.229970
29.583333,0.229350,0.059831,0.170520,49.998934,49.998934,1.201000,0.229350
29.666667,0.228735,0.059757,0.170129,49.998934,49.998934,1.201000,0.228735
29.750000,0.228125,0.059683,0.169740,49.998934,49.998934,1.201000,0.228125
29.833333,0.227519,0.059610,0.169354,49.998934,49.998934,1.201000,0.227519
29.916667,0.226918,0.059538,0.168970,49.998934,49.998934,1.201000,0.226918
30.000000,0.226322,0.059468,0.168590,49.998934,49.998934,1.201000,0.226322
30.083333,0.225730,0.059398,0.168212,49.998934,49.998934,1.201000,0.225730
30.166667,0.225142,0.059329,0.167837,49.998934,49.998934,1.201000,0.225142
30.250000,0.224559,0.059261,0.167465,49.998934,49.998934,1.201000,0.224559
30.333333,0.223981,0.059195,0.167095,49.998934,49.998934,1.201000,0.223981
30.416667,0.223407,0.059130,0.166728,49.998934,49.998934,1.201000,0.223407
30.500000,0.222837,0.059066,0.166364,49.998934,49.998934,1.201000,0.222837
30.583333,0.222271,0.059003,0.166002,49.998934,49.998934,1.201000,0.222271
30.666667,0.221710,0.058942,0.165643,49.998934,49.998934,1.201000,0.221710
30.750000,0.221153,0.058882,0.165286,49.998934,49.998934,1.201000,0.221153
30.833333,0.220600,0.058823,0.164931,49.998934,49.998934,1.201000,0.220600
30.916667,0.220051,0.058763,0.164579,49.998934,49.998934,1.201000,0.220051
31.000000,0.219506,0.058704,0.164230,49.998934,49.998934,1.201000,0.219506
31.083333,0.218965,0.058645,0.163883,49.998934,49.998934,1.201000,0.218965
31.166667,0.218428,0.058587,0.163538,49.998934,49.998934,1.201000,0.218428
31.250000,0.217895,0.058529,0.163196,49.998934,49.998934,1.201000,0.217895
31.333333,0.217366,0.058472,0.162856,49.998934,49.998934,1.201000,0.217366
31.416667,0.216840,0.058415,0.162518,49.998934,49.998934,1.201000,0.216840
31.500000,0.216319,0.058358,0.162183,49.998934,49.998934,1.201000,0.216319
31.583333,0.215801,0.058302,0.161850,49.998934,49.998934,1.201000,0.215801
31.666667,0.215287,0.058245,0.161519,49.998934,49.998934,1.201000,0.215287
31.750000,0.214776,0.058189,0.161190,49.998934,49.998934,1.201000,0.214776
31.833333,0.214269,0.058132,0.160864,49.998934,49.998934,1.201000,0.214269
31.916667,0.213766,0.058076,0.160540,49.998934,49.998934,1.201000,0.213766
32.000000,0.213267,0.058020,0.160218,49.998934,49.998934,1.201000,0.213267
32.083333,0.212770,0.057963,0.159899,49.998934,49.998934,1.201000,0.212770
32.166667,0.212278,0.057906,0.159581,49.998934,49.998934,1.201000,0.212278
32.250000,0.211788,0.057851,0.159266,49.998934,49.998934,1.201000,0.211788
32.333333,0.211303,0.057798,0.158953,49.998934,49.998934,1.201000,0.211303
32.416667,0.210820,0.057745,0.158641,49.998934,49.998934,1.201000,0.210820
32.500000,0.210341,0.057693,0.158332,49.998934,49.998934,1.201000,0.210341
32.583333,0.209865,0.057641,0.158025,49.998934,49.998934,1.201000,0.209865
32.666667,0.209393,0.057590,0.157720,49.998934,49.998934,1.201000,0.209393
32.750000,0.208923,0.057541,0.157417,49.998934,49.998934,1.201000,0.208923
32.833333,0.208457,0.057492,0.157116,49.998934,49.998934,1.201000,0.208457
32.916667,0.207993,0.057444,0.156817,49.998934,49.998934,1.201000,0.207993
33.000000,0.207533,0.057396,0.156519,49.998934,49.998934,1.201000,0.207533
33.083333,0.207076,0.057349,0.156224,49.998934,49.998934,1.201000,0.207076
33.166667,0.206621,0.057302,0.155930,49.998934,49.998934,1.201000,0.206621
33.250000,0.206170,0.057257,0.155638,49.998934,49.998934,1.201000,0.206170
33.333333,0.205722,0.057212,0.155348,49.998934,49.998934,1.201000,0.205722
33.416667,0.205277,0.057168,0.155060,49.998934,49.998934,1.201000,0.205277
33.500000,0.204835,0.057124,0.154773,49.998934,49.998934,1.201000,0.204835
33.583333,0.204396,0.057080,0.154489,49.998934,49.998934,1.201000,0.204396
33.666667,0.203959,0.057037,0.154205,49.998934,49.998934,1.201000,0.203959
33.750000,0.203525,0.056993,0.153924,49.998934,49.998934,1.201000,0.203525
33.833333,0.203094,0.056951,0.153644,49.998934,49.998934,1.201000,0.203094
33.916667,0.202666,0.056908,0.153366,49.998934,49.998934,1.201000,0.202666
34.000000,0.202241,0.056866,0.153090,49.998934,49.998934,1.201000,0.202241
34.083333,0.201819,0.056825,0.152816,49.998934,49.998934,1.201000,0.201819
34.166667,0.201399,0.056784,0.152543,49.998934,49.998934,1.201000,0.201399
34.250000,0.200982,0.056743,0.152272,49.998934,49.998934,1.201000,0.200982
34.333333,0.200567,0.056702,0.152002,49.998934,49.998934,1.201000,0.200567
34.416667,0.200155,0.056662,0.151734,49.998934,49.998934,1.201000,0.200155
34.500000,0.199745,0.056622,0.151467,49.998934,49.998934,1.201000,0.199745
34.583333,0.199338,0.056582,0.151203,49.998934,49.998934,1.200833,0.199338
34.666667,0.198934,0.056543,0.150939,49.998934,49.998934,1.200667,0.198934
34.750000,0.198532,0.056504,0.150678,49.998934,49.998934,1.200500,0.198532
34.833333,0.198133,0.056465,0.150418,49.998934,49.998934,1.200333,0.198133
34.916667,0.197736,0.056426,0.150159,49.998934,49.998934,1.200167,0.197736
35.000000,0.197342,0.056388,0.149902,49.998934,49.998934,1.200000,0.197342
35.083333,0.196950,0.056350,0.149646,49.998934,49.998934,1.200000,0.196950
35.166667,0.196560,0.056312,0.149392,49.998934,49.998934,1.200000,0.196560
35.250000,0.196173,0.056275,0.149139,49.998934,49.998934,1.200000,0.196173
35.333333,0.195789,0.056238,0.148888,49.998934,49.998934,1.200000,0.195789
35.416667,0.195406,0.056201,0.148639,49.998934,49.998934,1.200000,0.195406
35.500000,0.195027,0.056164,0.148391,49.998934,49.998934,1.200000,0.195027
35.583333,0.194649,0.056128,0.148144,49.998934,49.998934,1.200000,0.194649
35.666667,0.194274,0.056091,0.147899,49.998934,49.998934,1.200000,0.194274
35.750000,0.193901,0.056055,0.147656,49.998934,49.998934,1.200000,0.193901
35.833333,0.193531,0.056019,0.147414,49.998934,49.998934,1.200000,0.193531
35.916667,0.193163,0.055984,0.147173,49.998934,49.998934,1.200000,0.193163
36.000000,0.192797,0.055948,0.146934,49.998934,49.998934,1.200000,0.192797
36.083333,0.192433,0.055913,0.146696,49.998934,49.998934,1.200000,0.192433
36.166667,0.192072,0.055878,0.146460,49.998934,49.998934,1.200000,0.192072
36.250000,0.191712,0.055843,0.146225,49.998934,49.998934,1.200000,0.191712
36.333333,0.191355,0.055809,0.145991,49.998934,49.998934,1.200000,0.191355
36.416667,0.191000,0.055776,0.145758,49.998934,49.998934,1.200000,0.191000
36.500000,0.190647,0.055744,0.145527,49.998934,49.998934,1.200000,0.190647
36.583333,0.190297,0.055711,0.145298,49.998934,49.998934,1.200000,0.190297
36.666667,0.189948,0.055680,0.145069,49.998934,49.998934,1.200000,0.189948
36.750000,0.189601,0.055649,0.144842,49.998934,49.998934,1.200000,0.189601
36.833333,0.189257,0.055619,0.144616,49.998934,49.998934,1.200000,0.189257
36.916667,0.188914,0.055589,0.144391,49.998934,49.998934,1.200000,0.188914
37.000000,0.188574,0.055559,0.144168,49.998934,49.998934,1.200000,0.188574
37.083333,0.188235,0.055530,0.143945,49.998934,49.998934,1.200000,0.188235
37.166667,0.187899,0.055501,0.143724,49.998934,49.998934,1.200000,0.187899
37.250000,0.187564,0.055473,0.143504,49.998934,49.998934,1.200000,0.187564
37.333333,0.187232,0.055444,0.143286,49.998934,49.998934,1.200000,0.187232
37.416667,0.186901,0.055417,0.143068,49.998934,49.998934,1.200000,0.186901
37.500000,0.186572,0.055389,0.142852,49.998934,49.998934,1.200000,0.186572
37.583333,0.186245,0.055362,0.142636,49.998934,49.998934,1.200000,0.186245
37.666667,0.185920,0.055334,0.142422,49.998934,49.998934,1.200000,0.185920
37.750000,0.185596,0.055305,0.142210,49.998934,49.998934,1.200000,0.185596
37.833333,0.185275,0.055276,0.141998,49.998934,49.998934,1.200000,0.185275
37.916667,0.184955,0.055247,0.141787,49.998934,49.998934,1.200000,0.184955
38.000000,0.184637,0.055218,0.141578,49.998934,49.998934,1.200000,0.184637
38.083333,0.184321,0.055187,0.141370,49.998934,49.998934,1.200000,0.184321
38.166667,0.184007,0.055157,0.141162,49.998934,49.998934,1.200000,0.184007
38.250000,0.183694,0.055126,0.140956,49.998934,49.998934,1.200000,0.183694
38.333333,0.183384,0.055097,0.140751,49.998934,49.998934,1.200000,0.183384
38.416667,0.183074,0.055069,0.140548,49.998934,49.998934,1.200000,0.183074
38.500000,0.182767,0.055041,0.140345,49.998934,49.998934,1.200000,0.182767
38.583333,0.182461,0.055014,0.140143,49.998934,49.998934,1.200000,0.182461
38.666667,0.182157,0.054987,0.139943,49.998934,49.998934,1.200000,0.182157
38.750000,0.181855,0.054960,0.139743,49.998934,49.998934,1.200000,0.181855
38.833333,0.181554,0.054934,0.139545,49.998934,49.998934,1.200000,0.181554
38.916667,0.181255,0.054909,0.139347,49.998934,49.998934,1.200000,0.181255
39.000000,0.180957,0.054884,0.139150,49.998934,49.998934,1.200000,0.180957
39.083333,0.180661,0.054859,0.138955,49.998934,49.998934,1.200000,0.180661
39.166667,0.180366,0.054834,0.138760,49.998934,49.998934,1.200000,0.180366
39.250000,0.180073,0.054809,0.138567,49.998934,49.998934,1.200000,0.180073
39.333333,0.179782,0.054785,0.138374,49.998934,49.998934,1.200000,0.179782
39.416667,0.179492,0.054762,0.138182,49.998934,49.998934,1.200000,0.179492
39.500000,0.179204,0.054738,0.137992,49.998934,49.998934,1.200000,0.179204
39.583333,0.178918,0.054715,0.137802,49.998934,49.998934,1.200000,0.178918
39.666667,0.178632,0.054692,0.137613,49.998934,49.998934,1.200000,0.178632
39.750000,0.178348,0.054668,0.137425,49.998934,49.998934,1.200000,0.178348
39.833333,0.178066,0.054645,0.137238,49.998934,49.998934,1.200000,0.178066
39.916667,0.177785,0.054622,0.137052,49.998934,49.998934,1.200000,0.177785
40.000000,0.177506,0.054600,0.136867,49.998934,49.998934,1.200000,0.177506
40.083333,0.177228,0.054577,0.136683,49.998934,49.998934,1.200000,0.177228
40.166667,0.176952,0.054555,0.136500,49.998934,49.998934,1.200000,0.176952
40.250000,0.176677,0.054533,0.136317,49.998934,49.998934,1.200000,0.176677
40.333333,0.176403,0.054510,0.136136,49.998934,49.998934,1.200000,0.176403
40.416667,0.176131,0.054488,0.135955,49.998934,49.998934,1.200000,0.176131
40.500000,0.175860,0.054466,0.135775,49.998934,49.998934,1.200000,0.175860
40.583333,0.175591,0.054444,0.135597,49.998934,49.998934,1.200000,0.175591
40.666667,0.175323,0.054422,0.135419,49.998934,49.998934,1.200000,0.175323
40.750000,0.175056,0.054401,0.135242,49.998934,49.998934,1.200000,0.175056
40.833333,0.174791,0.054379,0.135065,49.998934,49.998934,1.200000,0.174791
40.916667,0.174528,0.054357,0.134890,49.998934,49.998934,1.200000,0.174528
41.000000,0.174265,0.054336,0.134716,49.998934,49.998934,1.200000,0.174265
41.083333,0.174004,0.054315,0.134542,49.998934,49.998934,1.200000,0.174004
41.166667,0.173744,0.054294,0.134369,49.998934,49.998934,1.200000,0.173744
41.250000,0.173485,0.054273,0.134197,49.998934,49.998934,1.200000,0.173485
41.333333,0.173228,0.054253,0.134026,49.998934,49.998934,1.200000,0.173228
41.416667,0.172972,0.054232,0.133856,49.998934,49.998934,1.200000,0.172972
41.500000,0.172718,0.054212,0.133686,49.998934,49.998934,1.200000,0.172718
41.583333,0.172464,0.054192,0.133518,49.998934,49.998934,1.200000,0.172464
41.666667,0.172212,0.054172,0.133350,49.998934,49.998934,1.200000,0.172212
41.750000,0.171962,0.054152,0.133183,49.998934,49.998934,1.200000,0.171962
41.833333,0.171712,0.054132,0.133017,49.998934,49.998934,1.200000,0.171712
41.916667,0.171464,0.054112,0.132851,49.998934,49.998934,1.200000,0.171464
42.000000,0.171217,0.054092,0.132687,49.998934,49.998934,1.200000,0.171217
42.083333,0.170971,0.054073,0.132523,49.998934,49.998934,1.200000,0.170971
42.166667,0.170726,0.054053,0.132360,49.998934,49.998934,1.200000,0.170726
42.250000,0.170483,0.054034,0.132198,49.998934,49.998934,1.200000,0.170483
42.333333,0.170241,0.054015,0.132036,49.998934,49.998934,1.200000,0.170241
42.416667,0.170000,0.053996,0.131875,49.998934,49.998934,1.200000,0.170000
42.500000,0.169760,0.053978,0.131715,49.998934,49.998934,1.200000,0.169760
42.583333,0.169521,0.053959,0.131556,49.998934,49.998934,1.200000,0.169521
42.666667,0.169283,0.053941,0.131397,49.998934,49.998934,1.200000,0.169283
42.750000,0.169047,0.053923,0.131240,49.998934,49.998934,1.200000,0.169047
42.833333,0.168812,0.053906,0.131082,49.998934,49.998934,1.200000,0.168812
42.916667,0.168578,0.053888,0.130926,49.998934,49.998934,1.200000,0.168578
43.000000,0.168345,0.053871,0.130770,49.998934,49.998934,1.200000,0.168345
43.083333,0.168113,0.053853,0.130615,49.998934,49.998934,1.200000,0.168113
43.166667,0.167882,0.053836,0.130461,49.998934,49.998934,1.200000,0.167882
43.250000,0.167652,0.053819,0.130308,49.998934,49.998934,1.200000,0.167652
43.333333,0.167424,0.053802,0.130155,49.998934,49.998934,1.200000,0.167424
43.416667,0.167196,0.053785,0.130002,49.998934,49.998934,1.200000,0.167196
43.500000,0.166970,0.053769,0.129851,49.998934,49.998934,1.200000,0.166970
43.583333,0.166744,0.053752,0.129700,49.998934,49.998934,1.200000,0.166744
43.666667,0.166520,0.053736,0.129550,49.998934,49.998934,1.200000,0.166520
43.750000,0.166296,0.053719,0.129400,49.998934,49.998934,1.200000,0.166296
43.833333,0.166074,0.053703,0.129251,49.998934,49.998934,1.200000,0.166074
43.916667,0.165853,0.053686,0.129103,49.998934,49.998934,1.200000,0.165853
44.000000,0.165633,0.053670,0.128955,49.998934,49.998934,1.200000,0.165633
44.083333,0.165413,0.053654,0.128808,49.998934,49.998934,1.200000,0.165413
44.166667,0.165195,0.053638,0.128662,49.998934,49.998934,1.200000,0.165195
44.250000,0.164978,0.053621,0.128517,49.998934,49.998934,1.200000,0.164978
44.333333,0.164762,0.053605,0.128372,49.998934,49.998934,1.200000,0.164762
44.416667,0.164546,0.053589,0.128227,49.998934,49.998934,1.200000,0.164546
44.500000,0.164332,0.053574,0.128083,49.998934,49.998934,1.200000,0.164332
44.583333,0.164119,0.053558,0.127940,49.998934,49.998934,1.200000,0.164119
44.666667,0.163907,0.053542,0.127798,49.998934,49.998934,1.200000,0.163907
44.750000,0.163695,0.053527,0.127656,49.998934,49.998934,1.200000,0.163695
44.833333,0.163485,0.053511,0.127515,49.998934,49.998934,1.200000,0.163485
44.916667,0.163275,0.053496,0.127374,49.998934,49.998934,1.200000,0.163275
45.000000,0.163067,0.053481,0.127234,49.998934,49.998934,1.200000,0.163067
45.083333,0.162859,0.053466,0.127095,49.998934,49.998934,1.200000,0.162859
45.166667,0.162652,0.053451,0.126956,49.998934,49.998934,1.200000,0.162652
45.250000,0.162446,0.053436,0.126817,49.998934,49.998934,1.200000,0.162446
45.333333,0.162241,0.053421,0.126680,49.998934,49.998934,1.200000,0.162241
45.416667,0.162037,0.053407,0.126543,49.998934,49.998934,1.200000,0.162037
45.500000,0.161834,0.053392,0.126406,49.998934,49.998934,1.200000,0.161834
45.583333,0.161632,0.053378,0.126270,49.998934,49.998934,1.200000,0.161632
45.666667,0.161431,0.053364,0.126135,49.998934,49.998934,1.200000,0.161431
45.750000,0.161230,0.053350,0.126000,49.998934,49.998934,1.200000,0.161230
45.833333,0.161030,0.053336,0.125865,49.998934,49.998934,1.200000,0.161030
45.916667,0.160832,0.053322,0.125732,49.998934,49.998934,1.200000,0.160832
46.000000,0.160634,0.053308,0.125599,49.998934,49.998934,1.200000,0.160634
46.083333,0.160437,0.053294,0.125466,49.998934,49.998934,1.200000,0.160437
46.166667,0.160240,0.053280,0.125334,49.998934,49.998934,1.200000,0.160240
46.250000,0.160045,0.053267,0.125202,49.998934,49.998934,1.200000,0.160045
46.333333,0.159851,0.053253,0.125071,49.998934,49.998934,1.200000,0.159851
46.416667,0.159657,0.053240,0.124941,49.998934,49.998934,1.200000,0.159657
46.500000,0.159464,0.053227,0.124811,49.998934,49.998934,1.200000,0.159464
46.583333,0.159272,0.053213,0.124681,49.998934,49.998934,1.200000,0.159272
46.666667,0.159081,0.053200,0.124552,49.998934,49.998934,1.200000,0.159081
46.750000,0.158890,0.053187,0.124424,49.998934,49.998934,1.200000,0.158890
46.833333,0.158701,0.053175,0.124296,49.998934,49.998934,1.200000,0.158701
46.916667,0.158512,0.053162,0.124169,49.998934,49.998934,1.200000,0.158512
47.000000,0.158324,0.053149,0.124042,49.998934,49.998934,1.200000,0.158324
47.083333,0.158137,0.053137,0.123916,49.998934,49.998934,1.200000,0.158137
47.166667,0.157951,0.053124,0.123790,49.998934,49.998934,1.200000,0.157951
47.250000,0.157765,0.053112,0.123665,49.998934,49.998934,1.200000,0.157765
47.333333,0.157580,0.053099,0.123540,49.998934,49.998934,1.200000,0.157580
47.416667,0.157396,0.053087,0.123416,49.998934,49.998934,1.200000,0.157396
47.500000,0.157213,0.053074,0.123292,49.998934,49.998934,1.200000,0.157213
47.583333,0.157030,0.053062,0.123168,49.998934,49.998934,1.200000,0.157030
47.666667,0.156848,0.053050,0.123046,49.998934,49.998934,1.200000,0.156848
47.750000,0.156668,0.053038,0.122923,49.998934,49.998934,1.200000,0.156668
47.833333,0.156487,0.053026,0.122802,49.998934,49.998934,1.200000,0.156487
47.916667,0.156308,0.053014,0.122680,49.998934,49.998934,1.200000,0.156308
48.000000,0.156129,0.053002,0.122559,49.998934,49.998934,1.200000,0.156129
48.083333,0.155951,0.052990,0.122439,49.998934,49.998934,1.200000,0.155951
48.166667,0.155773,0.052978,0.122319,49.998934,49.998934,1.200000,0.155773
48.250000,0.155597,0.052966,0.122199,49.998934,49.998934,1.200000,0.155597
48.333333,0.155421,0.052955,0.122081,49.998934,49.998934,1.200000,0.155421
48.416667,0.155246,0.052943,0.121962,49.998934,49.998934,1.200000,0.155246
48.500000,0.155071,0.052931,0.121844,49.998934,49.998934,1.200000,0.155071
48.583333,0.154898,0.052920,0.121726,49.998934,49.998934,1.200000,0.154898
48.666667,0.154725,0.052908,0.121609,49.998934,49.998934,1.200000,0.154725
48.750000,0.154552,0.052896,0.121493,49.998934,49.998934,1.200000,0.154552
48.833333,0.154381,0.052885,0.121376,49.998934,49.998934,1.200000,0.154381
48.916667,0.154210,0.052874,0.121261,49.998934,49.998934,1.200000,0.154210
49.000000,0.154039,0.052863,0.121145,49.998934,49.998934,1.200000,0.154039
49.083333,0.153869,0.052852,0.121030,49.998934,49.998934,1.200000,0.153869
49.166667,0.153700,0.052841,0.120916,49.998934,49.998934,1.200000,0.153700
49.250000,0.153532,0.052830,0.120801,49.998934,49.998934,1.200000,0.153532
49.333333,0.153364,0.052819,0.120688,49.998934,49.998934,1.200000,0.153364
49.416667,0.153197,0.052808,0.120575,49.998934,49.998934,1.200000,0.153197
49.500000,0.153031,0.052797,0.120462,49.998934,49.998934,1.200000,0.153031
49.583333,0.152865,0.052786,0.120349,49.998934,49.998934,1.200000,0.152865
49.666667,0.152700,0.052776,0.120238,49.998934,49.998934,1.200000,0.152700
49.750000,0.152536,0.052765,0.120126,49.998934,49.998934,1.200000,0.152536
49.833333,0.152372,0.052755,0.120015,49.998934,49.998934,1.200000,0.152372
49.916667,0.152209,0.052745,0.119904,49.998934,49.998934,1.200000,0.152209
50.000000,0.152046,0.052734,0.119794,49.998934,49.998934,1.200000,0.152046
50.083333,0.151884,0.052724,0.119684,49.998934,49.998934,1.200000,0.151884
50.166667,0.151723,0.052714,0.119574,49.998934,49.998934,1.200000,0.151723
50.250000,0.151563,0.052704,0.119465,49.998934,49.998934,1.200000,0.151563
50.333333,0.151403,0.052694,0.119357,49.998934,49.998934,1.200000,0.151403
50.416667,0.151243,0.052684,0.119248,49.998934,49.998934,1.200000,0.151243
50.500000,0.151085,0.052675,0.119141,49.998934,49.998934,1.200000,0.151085
50.583333,0.150927,0.052665,0.119033,49.998934,49.998934,1.200000,0.150927
50.666667,0.150769,0.052655,0.118926,49.998934,49.998934,1.200000,0.150769
50.750000,0.150612,0.052646,0.118819,49.998934,49.998934,1.200000,0.150612
50.833333,0.150456,0.052636,0.118713,49.998934,49.998934,1.200000,0.150456
50.916667,0.150300,0.052626,0.118607,49.998934,49.998934,1.200000,0.150300
51.000000,0.150145,0.052617,0.118502,49.998934,49.998934,1.200000,0.150145
51.083333,0.149990,0.052607,0.118396,49.998934,49.998934,1.200000,0.149990
51.166667,0.149836,0.052598,0.118292,49.998934,49.998934,1.200000,0.149836
51.250000,0.149683,0.052589,0.118187,49.998934,49.998934,1.200000,0.149683
51.333333,0.149530,0.052579,0.118083,49.998934,49.998934,1.200000,0.149530
51.416667,0.149378,0.052570,0.117980,49.998934,49.998934,1.200000,0.149378
51.500000,0.149226,0.052561,0.117877,49.998934,49.998934,1.200000,0.149226
51.583333,0.149075,0.052552,0.117774,49.998934,49.998934,1.200000,0.149075
51.666667,0.148925,0.052543,0.117671,49.998934,49.998934,1.200000,0.148925
51.750000,0.148775,0.052534,0.117569,49.998934,49.998934,1.200000,0.148775
51.833333,0.148625,0.052524,0.117467,49.998934,49.998934,1.200000,0.148625
51.916667,0.148476,0.052515,0.117366,49.998934,49.998934,1.200000,0.148476
52.000000,0.148328,0.052506,0.117265,49.998934,49.998934,1.200000,0.148328
52.083333,0.148180,0.052497,0.117164,49.998934,49.998934,1.200000,0.148180
52.166667,0.148033,0.052488,0.117064,49.998934,49.998934,1.200000,0.148033
52.250000,0.147886,0.052480,0.116964,49.998934,49.998934,1.200000,0.147886
52.333333,0.147740,0.052471,0.116864,49.998934,49.998934,1.200000,0.147740
52.416667,0.147595,0.052462,0.116765,49.998934,49.998934,1.200000,0.147595
52.500000,0.147450,0.052453,0.116666,49.998934,49.998934,1.200000,0.147450
52.583333,0.147305,0.052444,0.116568,49.998934,49.998934,1.200000,0.147305
52.666667,0.147161,0.052436,0.116469,49.998934,49.998934,1.200000,0.147161
52.750000,0.147018,0.052427,0.116372,49.998934,49.998934,1.200000,0.147018
52.833333,0.146875,0.052418,0.116274,49.998934,49.998934,1.200000,0.146875
52.916667,0.146733,0.052410,0.116177,49.998934,49.998934,1.200000,0.146733
53.000000,0.146591,0.052401,0.116080,49.998934,49.998934,1.200000,0.146591
53.083333,0.146450,0.052393,0.115984,49.998934,49.998934,1.200000,0.146450
53.166667,0.146309,0.052385,0.115887,49.998934,49.998934,1.200000,0.146309
53.250000,0.146169,0.052376,0.115792,49.998934,49.998934,1.200000,0.146169
53.333333,0.146029,0.052368,0.115696,49.998934,49.998934,1.200000,0.146029
53.416667,0.145890,0.052360,0.115601,49.998934,49.998934,1.200000,0.145890
53.500000,0.145751,0.052352,0.115506,49.998934,49.998934,1.200000,0.145751
53.583333,0.145613,0.052343,0.115412,49.998934,49.998934,1.200000,0.145613
53.666667,0.145475,0.052335,0.115318,49.998934,49.998934,1.200000,0.145475
53.750000,0.145338,0.052327,0.115224,49.998934,49.998934,1.200000,0.145338
53.833333,0.145201,0.052319,0.115130,49.998934,49.998934,1.200000,0.145201
53.916667,0.145065,0.052312,0.115037,49.998934,49.998934,1.200000,0.145065
54.000000,0.144929,0.052304,0.114944,49.998934,49.998934,1.200000,0.144929
54.083333,0.144794,0.052296,0.114852,49.998934,49.998934,1.200000,0.144794
54.166667,0.144659,0.052288,0.114760,49.998934,49.998934,1.200000,0.144659
54.250000,0.144525,0.052281,0.114668,49.998934,49.998934,1.200000,0.144525
54.333333,0.144391,0.052273,0.114576,49.998934,49.998934,1.200000,0.144391
54.416667,0.144257,0.052265,0.114485,49.998934,49.998934,1.200000,0.144257
54.500000,0.144125,0.052258,0.114394,49.998934,49.998934,1.200000,0.144125
54.583333,0.143992,0.052250,0.114304,49.998934,49.998934,1.200000,0.143992
54.666667,0.143860,0.052243,0.114213,49.998934,49.998934,1.200000,0.143860
54.750000,0.143729,0.052235,0.114123,49.998934,49.998934,1.200000,0.143729
54.833333,0.143598,0.052228,0.114033,49.998934,49.998934,1.200000,0.143598
54.916667,0.143467,0.052220,0.113944,49.998934,49.998934,1.200000,0.143467
55.000000,0.143337,0.052213,0.113855,49.998934,49.998934,1.200000,0.143337
55.083333,0.143207,0.052206,0.113766,49.998934,49.998934,1.200000,0.143207
55.166667,0.143078,0.052198,0.113677,49.998934,49.998934,1.200000,0.143078
55.250000,0.142949,0.052191,0.113589,49.998934,49.998934,1.200000,0.142949
55.333333,0.142821,0.052184,0.113501,49.998934,49.998934,1.200000,0.142821
55.416667,0.142693,0.052177,0.113413,49.998934,49.998934,1.200000,0.142693
55.500000,0.142565,0.052170,0.113326,49.998934,49.998934,1.200000,0.142565
55.583333,0.142438,0.052163,0.113239,49.998934,49.998934,1.200000,0.142438
55.666667,0.142311,0.052155,0.113152,49.998934,49.998934,1.200000,0.142311
55.750000,0.142185,0.052149,0.113065,49.998934,49.998934,1.200000,0.142185
55.833333,0.142059,0.052142,0.112979,49.998934,49.998934,1.200000,0.142059
55.916667,0.141934,0.052135,0.112893,49.998934,49.998934,1.200000,0.141934
56.000000,0.141809,0.052128,0.112807,49.998934,49.998934,1.200000,0.141809
56.083333,0.141685,0.052121,0.112722,49.998934,49.998934,1.200000,0.141685
56.166667,0.141560,0.052114,0.112637,49.998934,49.998934,1.200000,0.141560
56.250000,0.141437,0.052107,0.112552,49.998934,49.998934,1.200000,0.141437
56.333333,0.141314,0.052100,0.112467,49.998934,49.998934,1.200000,0.141314
56.416667,0.141191,0.052094,0.112383,49.998934,49.998934,1.200000,0.141191
56.500000,0.141068,0.052087,0.112299,49.998934,49.998934,1.200000,0.141068
56.583333,0.140946,0.052080,0.112215,49.998934,49.998934,1.200000,0.140946
56.666667,0.140825,0.052074,0.112132,49.998934,49.998934,1.200000,0.140825
56.750000,0.140703,0.052067,0.112048,49.998934,49.998934,1.200000,0.140703
56.833333,0.140583,0.052061,0.111965,49.998934,49.998934,1.200000,0.140583
56.916667,0.140462,0.052054,0.111883,49.998934,49.998934,1.200000,0.140462
57.000000,0.140342,0.052047,0.111800,49.998934,49.998934,1.200000,0.140342
